지역,대학,계열,전형유형,전형명,모집단위명,2018,2019,2020,2021,2022,경쟁률 추이
서울,국민대,인문,1.학생부종합,국민프런티어전형,경제학과,5.23,6.77,7.08,5.69,5.54,
서울,국민대,인문,1.학생부종합,국민프런티어전형,교육학과,16.89,18,20.89,13.56,8.25,
서울,국민대,인문,1.학생부종합,국민프런티어전형,국제통상학과,8.6,13.1,17.1,13,11.5,
서울,국민대,인문,1.학생부종합,국민프런티어전형,러시아유라시아학과,14.71,12.29,10.14,7.29,14.11,
서울,국민대,인문,1.학생부종합,국민프런티어전형,미디어광고학부 광고홍보학전공,14.33,28.67,19.5,27.5,34.17,
서울,국민대,인문,1.학생부종합,국민프런티어전형,미디어광고학부 미디어전공,29.67,40.13,25,17.86,17.86,
서울,국민대,인문,1.학생부종합,국민프런티어전형,법학부,7.48,8.38,8.52,6.81,7.19,
서울,국민대,인문,1.학생부종합,국민프런티어전형,사회학과,13.4,14.1,16.1,19.4,14.4,
서울,국민대,인문,1.학생부종합,국민프런티어전형,영어영문학부,10.94,13.06,12.71,8.65,7.76,
서울,국민대,인문,1.학생부종합,국민프런티어전형,일본학과,15.75,14,13,12.67,12.86,
서울,국민대,인문,1.학생부종합,국민프런티어전형,재무금융회계학부 재무금융전공,4.92,4.43,6.21,4.86,5.43,
서울,국민대,인문,1.학생부종합,국민프런티어전형,재무금융회계학부 회계학전공,5.25,6.77,6.62,3.85,5.23,
서울,국민대,인문,1.학생부종합,국민프런티어전형,정치외교학과,8,14,12,7.71,9.5,
서울,국민대,인문,1.학생부종합,국민프런티어전형,중국학부 중국어문전공,9.11,12.89,8,7.89,6.89,
서울,국민대,인문,1.학생부종합,국민프런티어전형,중국학부 중국정경전공,8.67,11,9.5,7.9,7.8,
서울,국민대,인문,1.학생부종합,국민프런티어전형,한국어문학부 국어국문학전공,18.25,24,13.63,13.38,7,
서울,국민대,인문,1.학생부종합,국민프런티어전형,한국역사학과,13.64,15.79,12.07,12.21,10.08,
서울,국민대,인문,1.학생부종합,국민프런티어전형,행정학과,6.41,9.18,7.76,10.18,8.59,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),경영정보학부(인문),,3.5,5.5,6.5,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),경영학부,,3.86,6.17,6.83,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),경제학과,,1.67,4.67,3.67,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),교육학과,,9,5,5,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),국제통상학과,,3.5,5,5.5,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),기업경영학부(야간),,2,4,2,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),러시아유라시아학과,,5,4,5,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),미디어광고학부,,10.5,10.5,7,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),법학부,,4.2,5.6,4.6,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),사회학과,,4.5,9.5,10,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),영어영문학부,,4.33,3.67,6.67,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),일본학과,,1,3,6,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),재무금융회계학부,,3.25,3.5,3.75,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),정치외교학과,,3.5,5.5,6,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),중국학부,,3,4,4,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),한국어문학부,,7.5,5,8.5,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),한국역사학과,,3.5,5.5,3.5,,
서울,국민대,인문,1.학생부종합,농어촌학생전형(외),행정학과,,3.33,3,5.67,,
서울,국민대,인문,1.학생부종합,취업자전형,기업경영학부(야간),,3.4,3.28,3.65,,
서울,국민대,인문,1.학생부종합,취업자전형,기업융합법학과(야),,2,1.02,3.5,,
서울,국민대,인문,1.학생부종합,특성화고졸재직자전형(외),기업경영학부(야간),,2.72,2.43,3.87,,
서울,국민대,인문,1.학생부종합,특성화고졸재직자전형(외),기업융합법학과(야),,0.96,3,1.96,,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,AI빅데이터융합경영학과(인문),3.13,9.5,6,5.33,6.33,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,경영정보학부(인문),4.14,6.33,6.5,5.67,8,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,경영학부,6.17,14,9.83,10.67,,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,경제학과,2.55,4,3.55,6.09,5.29,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,교육학과,6,6,4.29,9.71,6,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,국제통상학과,3,5.82,5.55,5.18,5.6,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,러시아유라시아학과,4,8.6,5,2.8,6,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,미디어광고학부 광고홍보학전공,20.5,8.5,9,9,1,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,미디어광고학부 미디어전공,13.5,9,6,5.5,10.67,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,법학부,3.25,6.19,3.56,4.94,4.69,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,사회학과,5.17,7.17,8.67,4.17,6.25,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,영어영문학부,3.5,6.6,5.1,5.5,4.92,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,일본학과,4.5,6.75,3.75,4.25,5,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,재무금융회계학부 재무금융전공,3.29,4.14,3.29,4,5.5,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,재무금융회계학부 회계학전공,2.71,3.86,4.43,4.1,6,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,정치외교학과,3.75,8.14,4.43,3.29,6.25,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,중국학부 중국어문전공,3,5.2,4.8,3.6,4.57,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,중국학부 중국정경전공,2.6,6.2,4.6,2.75,5.2,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,한국어문학부 국어국문학전공,4.5,6.5,4.2,3.6,6.6,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,한국역사학과,5,5.63,3.75,5.5,5.09,
서울,국민대,인문,1.학생부종합,학교생활우수자전형,행정학과,3.2,6.7,4.4,4.17,5.46,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,AI빅데이터융합경영학과(인문),7,6.25,11,8.75,14.38,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,경영정보학부(인문),8.43,9,18,6.2,14.71,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,경영학부,7,8.92,13.85,10.77,,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,경제학과,11.2,5.9,14.1,10.8,13.29,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,교육학과,7,7.4,8,7.4,13.75,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,국제통상학과,6.9,9.7,14.3,5.6,19.27,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,러시아유라시아학과,8.75,5.4,14,11.8,11,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,미디어광고학부 광고홍보학전공,8.33,4.83,10.57,5.29,19.29,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,미디어광고학부 미디어전공,9.33,6.33,9.75,6.63,43.83,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,법학부,8.16,6.32,12.79,5.16,20.95,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,사회학과,12.75,6.88,11.38,5.14,16,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,영어영문학부,6.63,5.63,13,5.88,16.83,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,일본학과,19,5.83,9.83,7,14,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,재무금융회계학부 재무금융전공,9.4,6.2,13.6,10,13.2,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,재무금융회계학부 회계학전공,7.4,6.4,13.6,7.2,14.4,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,정치외교학과,6,6.08,11.92,6.38,14.43,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,중국학부 중국어문전공,8.2,6.8,11.56,9.89,14.14,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,중국학부 중국정경전공,,5.6,13.4,7.75,14.33,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,한국어문학부 국어국문학전공,8.88,5.5,10.88,8.38,12.25,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,한국어문학부 글로벌한국어전공,11.5,7.5,11,10,9,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,한국역사학과,6.92,5.25,11.67,5.25,11.44,
서울,국민대,인문,2.학생부교과,교과성적우수자전형,행정학과,6.85,6.14,10.92,5.15,26.9,
서울,국민대,인문,4.실기/실적,특기자전형,KMU International Business School,,9.68,9.05,9.7,,
서울,국민대,인문,4.실기/실적,특기자전형,영어영문학부,,8.4,9.6,10.4,,
서울,국민대,인문,4.실기/실적,특기자전형,일본학과,,18.67,18,17,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,AI빅데이터융합경영학과(자연),,4,7,7,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,건설시스템공학부,,4,6,3.33,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,건축학부,,6.33,12,12.67,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,기계공학부,,5,5,4.5,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,나노전자물리학과,,2.5,3.5,3,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,바이오발표융합학과,,6,6.5,8,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,산림환경시스템학과,,6,3.5,7.5,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,소프트웨어학부,,7.25,7.25,8.75,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,식품영양학과,,5.5,7,11,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,신소재공학부 기계금속재료전공,,1.67,3,3.67,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,신소재공학부 전자화학재료전공,,3.33,2.33,3.67,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,응용화학부 나노소재전공,,3.5,3.5,4,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,응용화학부 바이오의약전공,,5,7,5,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,임산생명공학과,,4,6,4,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,자동차IT융합학과,,4.5,4,4.5,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,자동차공학과,,4.33,5,5,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,전자공학부 전자시스템공학전공,,4,4.33,5,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,전자공학부 지능전자공학전공,,4.67,4.67,4.67,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,전자공학부 지능형반도체융합전자전공,,3.33,5,3.33,,
서울,국민대,자연,1.학생부종합,고른기회 I 전형,정보보안암호수학과,,3,4.5,4,,
서울,국민대,자연,1.학생부종합,고른기회 II 전형(외),건축학부,,9,4,5.5,,
서울,국민대,자연,1.학생부종합,고른기회 II 전형(외),과학기술대학,,6.14,2.88,3.75,,
서울,국민대,자연,1.학생부종합,고른기회 II 전형(외),소프트웨어학부,,12.33,5.67,6.67,,
서울,국민대,자연,1.학생부종합,고른기회 II 전형(외),자동차융합대학,,2.33,4,3.33,,
서울,국민대,자연,1.학생부종합,고른기회 II 전형(외),창의공과대학,,3.4,2.87,3.4,,
서울,국민대,자연,1.학생부종합,국민프런티어전형,AI빅데이터융합경영학과(자연),17.2,13.17,12.83,14,7.13,
서울,국민대,자연,1.학생부종합,국민프런티어전형,건설시스템공학부,5.89,5.75,7.55,8.33,5.47,
서울,국민대,자연,1.학생부종합,국민프런티어전형,건축학부,13.5,19.63,19.88,14.21,15,
서울,국민대,자연,1.학생부종합,국민프런티어전형,경영정보학부(자연),,7.33,6.33,5.67,5.86,
서울,국민대,자연,1.학생부종합,국민프런티어전형,기계공학부,17.23,18.83,11.08,8,5.14,
서울,국민대,자연,1.학생부종합,국민프런티어전형,나노전자물리학과,6.45,7.55,7.82,8.45,3.91,
서울,국민대,자연,1.학생부종합,국민프런티어전형,바이오발표융합학과,14,20.6,19.4,28.82,,
서울,국민대,자연,1.학생부종합,국민프런티어전형,산림환경시스템학과,11.9,18.56,8.44,9,7.44,
서울,국민대,자연,1.학생부종합,국민프런티어전형,소프트웨어학부,21.06,22.12,18.52,14.51,13.36,
서울,국민대,자연,1.학생부종합,국민프런티어전형,식품영양학과,12.44,14.78,13.33,12.33,9,
서울,국민대,자연,1.학생부종합,국민프런티어전형,신소재공학부 기계금속재료전공,6.33,5.4,4.93,5.07,4.4,
서울,국민대,자연,1.학생부종합,국민프런티어전형,신소재공학부 전자화학재료전공,10.8,8.47,6.67,7.93,7.4,
서울,국민대,자연,1.학생부종합,국민프런티어전형,응용화학부 나노소재전공,13.75,6.58,6.77,13.5,7.83,
서울,국민대,자연,1.학생부종합,국민프런티어전형,응용화학부 바이오의약전공,13.75,14.14,13.14,15.57,9.27,
서울,국민대,자연,1.학생부종합,국민프런티어전형,임산생명공학과,11.4,8.7,10.5,10.1,6.7,
서울,국민대,자연,1.학생부종합,국민프런티어전형,자동차IT융합학과,5.82,6.09,4.55,4.36,5.18,
서울,국민대,자연,1.학생부종합,국민프런티어전형,자동차공학과,6.45,5.89,6.79,7.63,5.11,
서울,국민대,자연,1.학생부종합,국민프런티어전형,전자공학부 전자시스템공학전공,6.54,4.73,5.87,6.04,5.29,
서울,국민대,자연,1.학생부종합,국민프런티어전형,전자공학부 지능전자공학전공,6.25,6,5.8,5.75,4.5,
서울,국민대,자연,1.학생부종합,국민프런티어전형,전자공학부 지능형반도체융합전자전공,6.42,5.37,5,6.25,4.63,
서울,국민대,자연,1.학생부종합,국민프런티어전형,정보보안암호수학과,7.75,7.92,6.42,6.17,4.5,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),건설시스템공학부,,3,4,3.67,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),건축학부,,7.67,7,5.67,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),기계공학부,,4.43,4.43,5.57,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),나노전자물리학과,,3.5,4.5,6.5,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),바이오발표융합학과,,7.5,9.5,7,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),산림환경시스템학과,,6.5,5,5,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),소프트웨어학부,,5.33,9.5,5.67,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),식품영양학과,,6.5,4,5.5,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),신소재공학부,,3.6,4.2,5.6,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),응용화학부,,7.5,7.33,6.33,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),임산생명공학과,,5.5,8.5,5,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),자동차IT융합학과,,4,4.5,3,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),자동차공학과,,5.33,4.33,3.67,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),전자공학부,,3.11,4.44,3.56,,
서울,국민대,자연,1.학생부종합,농어촌학생전형(외),정보보안암호수학과,,3,4,4,,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,건설시스템공학부,3,6.13,3.53,6.1,4,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,건축학부,6.18,6.91,4.91,7.18,,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,기계공학부,4,7.11,4.44,2.56,3.53,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,나노전자물리학과,3.17,9.33,5.17,7.67,4.44,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,바이오발표융합학과,5.5,5.83,9,11,,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,산림환경시스템학과,5.33,10.2,5.2,4.6,4.5,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,소프트웨어학부,5.4,8.93,6.07,6.87,7.29,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,식품영양학과,5.6,8.4,4.8,7.4,4.44,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,신소재공학부 기계금속재료전공,2.8,3.5,3.2,2.9,4.27,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,신소재공학부 전자화학재료전공,3.6,5.5,4.2,3.4,3.6,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,응용화학부 나노소재전공,5.83,4,4.4,4.4,4.63,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,응용화학부 바이오의약전공,5.83,6.67,6.33,8,6.17,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,임산생명공학과,4.17,5,4.4,6,5,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,자동차IT융합학과,3.29,3.29,5,4.43,3.18,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,자동차공학과,3.42,3.58,3,3.17,3.06,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,전자공학부 전자시스템공학전공,3.75,6.1,3.73,2.54,4.23,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,전자공학부 지능전자공학전공,3.5,6,3.6,2.33,4.17,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,전자공학부 지능형반도체융합전자전공,3.08,5.8,3.42,2.64,4.18,
서울,국민대,자연,1.학생부종합,학교생활우수자전형,정보보안암호수학과,6.71,4.57,5.14,3.29,3.5,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,AI빅데이터융합경영학과(자연),6.5,9.6,6.75,6.75,9,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,건설시스템공학부,6.86,8.21,9.57,9.95,10.5,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,건축학부,8.43,8.21,8.79,7.64,,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,기계공학부,7,7.85,10,6.2,12.33,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,나노전자물리학과,8.5,7.83,9.17,9,8.22,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,바이오발표융합학과,8.1,5.2,7.6,9,,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,산림환경시스템학과,8.1,9.6,9,6.8,14.29,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,소프트웨어학부,11.6,7.44,10.32,11,11.87,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,식품영양학과,8.82,7.36,7.82,8,10,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,신소재공학부 기계금속재료전공,6.47,11.93,9.73,6.2,8.4,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,신소재공학부 전자화학재료전공,6.67,8.67,9.67,6.07,9.6,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,응용화학부 나노소재전공,11.33,6.09,12.73,7.55,8.88,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,응용화학부 바이오의약전공,11.33,8.43,11.43,10.86,10.33,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,임산생명공학과,10.1,7.44,8.56,11.33,10.86,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,자동차IT융합학과,5.93,5.64,9.29,5.36,8.7,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,자동차공학과,6.28,5.08,8.68,4.8,9.8,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,전자공학부 전자시스템공학전공,7.06,9.45,10.6,8.29,11,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,전자공학부 지능전자공학전공,12.63,8.13,11.67,11.88,10.5,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,전자공학부 지능형반도체융합전자전공,6.06,9.08,10.8,6.79,10.74,
서울,국민대,자연,2.학생부교과,교과성적우수자전형,정보보안암호수학과,7.92,6.27,7.83,7,8.13,
서울,국민대,자연,4.실기/실적,특기자전형,소프트웨어학부,,3.53,2.6,2.2,,
서울,국민대,자연,4.실기/실적,특기자전형,자동차공학과,,9,5,9,,
서울,덕성여대,인문,1.학생부종합,고른기회 II 전형,글로벌융합대학,5.67,5.33,12.29,8.86,,
서울,덕성여대,인문,1.학생부종합,기초생활및차상위전형(외),글로벌융합대학,11,8,19.33,16.25,,
서울,덕성여대,인문,1.학생부종합,농어촌학생전형(외),글로벌융합대학,8.5,6,5.41,5.28,,
서울,덕성여대,인문,1.학생부종합,농어촌학생전형(외),유아교육과,13,4,12,9,,
서울,덕성여대,인문,1.학생부종합,덕성인재 II (면접형)전형,글로벌융합대학,21.25,17.63,10.72,10.86,11.44,
서울,덕성여대,인문,1.학생부종합,덕성인재 II (면접형)전형,유아교육과,38.33,33.33,14.33,23.13,19.5,
서울,덕성여대,인문,1.학생부종합,특성화고교전형(외),글로벌융합대학,22,15.5,14.14,10.57,,
서울,덕성여대,인문,2.학생부교과,학생부100%전형,글로벌융합대학,7,5.5,9.39,9.41,11.34,
서울,덕성여대,인문,2.학생부교과,학생부100%전형,유아교육과,5.7,7.4,8.7,7.8,16.86,
서울,덕성여대,인문,3.논술,논술전형,글로벌융합대학,18.89,16.71,24.61,32.46,56.45,
서울,덕성여대,인문,3.논술,논술전형,유아교육과,29.22,21.38,22,29,42.2,
서울,덕성여대,자연,1.학생부종합,농어촌학생전형(외),과학기술대학,5.5,4.5,6.67,6.33,,
서울,덕성여대,자연,1.학생부종합,덕성인재 II (면접형)전형,과학기술대학,13.75,9.38,7.31,7.64,12.11,
서울,덕성여대,자연,1.학생부종합,특성화고교전형(외),과학기술대학,11.5,13.5,9.33,6.67,,
서울,덕성여대,자연,2.학생부교과,학생부100%전형,과학기술대학,10.33,6.67,10.27,14.84,16.13,
서울,덕성여대,자연,3.논술,논술전형,과학기술대학,15.44,11.85,19.95,21.1,26.78,
서울,동국대,인문,1.학생부종합,Do Dream전형,경영정보학과,8.8,14.31,11.54,19.33,11.8,
서울,동국대,인문,1.학생부종합,Do Dream전형,경영학과,14.3,17.93,18.22,21.14,23.29,
서울,동국대,인문,1.학생부종합,Do Dream전형,경제학과,8.9,12.67,19.27,13.8,10.31,
서울,동국대,인문,1.학생부종합,Do Dream전형,경찰행정학부,42.1,51.88,25.63,15.78,19.75,
서울,동국대,인문,1.학생부종합,Do Dream전형,광고홍보학과,27.3,24.93,21.43,22.71,19.6,
서울,동국대,인문,1.학생부종합,Do Dream전형,교육학과,46.6,30.5,32.75,28.1,20.33,
서울,동국대,인문,1.학생부종합,Do Dream전형,국어교육과,29.5,28.38,19.63,18.9,20.38,
서울,동국대,인문,1.학생부종합,Do Dream전형,국어국문문예창작학부,37.1,33,27.6,24.82,33.17,
서울,동국대,인문,1.학생부종합,Do Dream전형,국제통상학과,15.8,13.71,18,13.53,16,
서울,동국대,인문,1.학생부종합,Do Dream전형,미디어커뮤니케이션학,28.1,21.5,32.57,20.14,21.33,
서울,동국대,인문,1.학생부종합,Do Dream전형,법학과,18.2,16.72,18.6,13.52,10.7,
서울,동국대,인문,1.학생부종합,Do Dream전형,북한학,7.9,15,17.71,19.86,10.71,
서울,동국대,인문,1.학생부종합,Do Dream전형,사학과,25.4,18.68,15.58,12.92,25.57,
서울,동국대,인문,1.학생부종합,Do Dream전형,사회복지학과,,19.6,46.67,36.33,19.8,
서울,동국대,인문,1.학생부종합,Do Dream전형,사회학,21.9,29.63,29.63,34.5,18,
서울,동국대,인문,1.학생부종합,Do Dream전형,식품산업관리학과,7.6,9.1,10.7,8.5,8.25,
서울,동국대,인문,1.학생부종합,Do Dream전형,역사교육과,20.7,25.8,26.9,13.75,17.67,
서울,동국대,인문,1.학생부종합,Do Dream전형,영어영문학부,27.4,21.22,20.28,17.22,16.2,
서울,동국대,인문,1.학생부종합,Do Dream전형,일본학과,21.8,18.75,19.25,14.25,11.57,
서울,동국대,인문,1.학생부종합,Do Dream전형,정치외교학,15.5,16.56,15.67,19.78,19.25,
서울,동국대,인문,1.학생부종합,Do Dream전형,중어중문학과,18.8,21.8,23.1,24.3,23.14,
서울,동국대,인문,1.학생부종합,Do Dream전형,지리교육과,6.6,10.6,14.6,10.58,10.38,
서울,동국대,인문,1.학생부종합,Do Dream전형,철학과,23.6,19.6,14.8,13.6,13.2,
서울,동국대,인문,1.학생부종합,Do Dream전형,행정학,16.5,16.13,19,19.67,17.33,
서울,동국대,인문,1.학생부종합,Do Dream전형,회계학과,6.2,6.74,7.39,8.43,6.62,
서울,동국대,인문,1.학생부종합,고른기회통합전형,경영정보학과,6.5,5,5.67,12.4,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,경영학과,7.5,7.25,12.4,19.33,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,경제학과,5.3,3,7.67,9.75,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,경찰행정학부,12.8,11,7.25,20.33,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,광고홍보학과,12.5,11,9.67,18,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,교육학과,,12.5,16.5,13,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,국어교육과,,6,11,9.5,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,국어국문문예창작학부,11,15.5,13,19.5,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,국제통상학과,8,4.67,7,12.67,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,미디어커뮤니케이션학,16.5,12,12.5,18.33,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,법학과,6,4.75,10.75,13,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,불교학부,1.8,1.83,3,4,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,사학과,13,10.5,11,14,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,식품산업관리학과,3.5,4,7,7,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,역사교육과,12.5,14,17.5,10.5,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,영어영문학부,16.5,10,6.25,12.75,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,일본학과,3.5,5.5,5,8.33,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,정치외교학,7.5,5.5,8,12,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,중어중문학과,3.5,5.67,7,8.5,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,지리교육과,6,5,7,10,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,행정학,5,6.67,5,18,,
서울,동국대,인문,1.학생부종합,고른기회통합전형,회계학과,4.5,2.67,4.67,10.6,,
서울,동국대,인문,1.학생부종합,불교추천인재전형,경영정보학과,3.5,20.5,7.5,4.5,6,
서울,동국대,인문,1.학생부종합,불교추천인재전형,경영학과,7.7,9,14.5,8,14.67,
서울,동국대,인문,1.학생부종합,불교추천인재전형,경제학과,3,7,9.67,3.33,4.75,
서울,동국대,인문,1.학생부종합,불교추천인재전형,경찰행정학부,,,,8.5,8,
서울,동국대,인문,1.학생부종합,불교추천인재전형,광고홍보학과,9.5,14.5,7,7,7.5,
서울,동국대,인문,1.학생부종합,불교추천인재전형,국제통상학과,6,12,8.5,3.5,7,
서울,동국대,인문,1.학생부종합,불교추천인재전형,미디어커뮤니케이션학,11,9,12,7.5,9,
서울,동국대,인문,1.학생부종합,불교추천인재전형,법학과,6.5,6.75,11.5,5,8.33,
