지역,대학,계열,전형유형,전형명,모집단위명,2018,2019,2020,2021,2022,경쟁률 추이
서울,동국대,인문,1.학생부종합,불교추천인재전형,불교학부,"일반 3.4
승려 0.6",3.82,4.55,5.59,4.85,
서울,동국대,인문,1.학생부종합,불교추천인재전형,사회복지학과,4.4,10,15.5,11.5,14,
서울,동국대,인문,1.학생부종합,불교추천인재전형,영어영문학부,8,8.33,5.67,4.33,6.33,
서울,동국대,인문,1.학생부종합,불교추천인재전형,정치외교학,6.5,6.5,7.5,8,7.5,
서울,동국대,인문,1.학생부종합,불교추천인재전형,중어중문학과,3,15.5,10,6,11,
서울,동국대,인문,1.학생부종합,불교추천인재전형,행정학,4,7,8.5,4,6,
서울,동국대,인문,1.학생부종합,불교추천인재전형,회계학과,3,10.5,5.5,4.67,5.33,
서울,동국대,인문,1.학생부종합,특성화고졸재직자전형(외),글로벌무역학과,,4.83,6.53,8.26,,
서울,동국대,인문,1.학생부종합,특성화고졸재직자전형(외),사회복지상담학과,,2.1,2.44,4.23,,
서울,동국대,인문,1.학생부종합,특성화고졸재직자전형(외),융합보안학과,,2.27,3.9,4.88,,
서울,동국대,인문,1.학생부종합,특수교육대상자전형,경영학과,,11,15,10,,
서울,동국대,인문,1.학생부종합,특수교육대상자전형,법학과,,3,6,8,,
서울,동국대,인문,1.학생부종합,특수교육대상자전형,사회복지학과,,,,12,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,경영정보학과,4.9,6.56,7.88,7.67,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,경영학과,8.4,13,12.13,13,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,경제학과,3.8,6.07,6.83,8.09,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,경찰행정학부,19.2,13.6,11.1,15.38,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,광고홍보학과,10.6,10,8,10.33,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,교육학과,18.1,24.33,9.83,19.8,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,국어교육과,12.8,13.5,12.17,12.2,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,국어국문문예창작학부,15,19.14,17.4,14.8,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,국제통상학과,6.9,9.38,12.71,14.14,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,미디어커뮤니케이션학,17.7,21,16,13.17,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,법학과,7,6.43,5.9,7.41,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,북한학,,,5,15,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,사학과,10.5,11.5,7.83,7.8,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,사회복지학과,,,15,8,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,사회학,11.8,8.63,9.14,10.29,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,식품산업관리학과,3.5,4.57,3.5,4.33,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,역사교육과,9.9,14.25,10.38,12.88,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,영어영문학부,9.1,7.78,7.18,9.47,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,일본학과,3.3,6.5,4.5,8.83,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,정치외교학,7.5,6.67,10.33,11,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,중어중문학과,3.8,5.7,6.2,4.56,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,지리교육과,3.5,8,4.63,6.57,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,철학과,,,,7,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,행정학,7.3,5.57,8.25,9.71,,
서울,동국대,인문,1.학생부종합,학교장추천인재전형,회계학과,3.3,3.5,6.5,5,,
서울,동국대,인문,3.논술,논술우수자전형,경영정보학과,27.5,28.58,38.65,34.41,41.85,
서울,동국대,인문,3.논술,논술우수자전형,경영학과,41,34.7,48.85,40.59,55.05,
서울,동국대,인문,3.논술,논술우수자전형,경제학과,33.7,31.05,43.28,34.89,34.78,
서울,동국대,인문,3.논술,논술우수자전형,경찰행정학부,37.8,"인:40.73
자:30.6","인:56.4
자:56.6","인:40.20
자:38.20","인:40.00
자:35.60",
서울,동국대,인문,3.논술,논술우수자전형,광고홍보학과,51.5,43.8,51.6,41.67,55.17,
서울,동국대,인문,3.논술,논술우수자전형,교육학과,38.8,33.8,38,38,50,
서울,동국대,인문,3.논술,논술우수자전형,국어국문문예창작학부,39.2,31.9,43.2,35.33,56.33,
서울,동국대,인문,3.논술,논술우수자전형,국제통상학과,42.4,35.9,49.5,37.41,43,
서울,동국대,인문,3.논술,논술우수자전형,미디어커뮤니케이션학,56.4,49.8,57.6,44.5,56.83,
서울,동국대,인문,3.논술,논술우수자전형,법학과,43.9,40.6,52.33,41.4,56.83,
서울,동국대,인문,3.논술,논술우수자전형,사학과,47.2,37.2,48,40.2,45.75,
서울,동국대,인문,3.논술,논술우수자전형,영어영문학부,37.6,33.87,42.73,33.73,50,
서울,동국대,인문,3.논술,논술우수자전형,일본학과,,27.4,36.6,34,47,
서울,동국대,인문,3.논술,논술우수자전형,정치외교학,39.2,31.56,53.56,35,36.67,
서울,동국대,인문,3.논술,논술우수자전형,중어중문학과,,31.6,39.6,34.8,49.6,
서울,동국대,인문,3.논술,논술우수자전형,철학과,35.6,31.8,40.8,34.2,41.6,
서울,동국대,인문,3.논술,논술우수자전형,행정학,36.5,31.7,42.4,34,37,
서울,동국대,인문,3.논술,논술우수자전형,회계학과,28,27.26,38.32,32,38.93,
서울,동국대,인문,4.실기/실적,문학전형,국어국문문예창작학부,43,53.28,64.56,57.52,,
서울,동국대,자연,1.학생부종합,Do Dream 소프트웨어전형,멀티미디어공학과,7.3,8.75,8,7.71,,
서울,동국대,자연,1.학생부종합,Do Dream 소프트웨어전형,정보통신공학,,6.17,6,6.17,6.43,
서울,동국대,자연,1.학생부종합,Do Dream 소프트웨어전형,컴퓨터공학,14.9,13.1,12.3,11.74,,
서울,동국대,자연,1.학생부종합,Do Dream전형,가정교육과,8.5,8.4,7.4,5.44,6.38,
서울,동국대,자연,1.학생부종합,Do Dream전형,건설환경공학과,7.8,11.65,8.32,8.38,8.58,
서울,동국대,자연,1.학생부종합,Do Dream전형,건축공학부,9.7,8.2,8.15,9.32,9.2,
서울,동국대,자연,1.학생부종합,Do Dream전형,기계로봇에너지공학과,19.7,9.27,11.47,14.6,11.73,
서울,동국대,자연,1.학생부종합,Do Dream전형,물리반도체과학부,5.6,6.89,6.44,8.11,7.33,
서울,동국대,자연,1.학생부종합,Do Dream전형,바이오환경과학과,21.3,14.63,17.8,15.06,22.56,
서울,동국대,자연,1.학생부종합,Do Dream전형,산업시스템공학과,7.8,11.39,10.94,9.26,7.93,
서울,동국대,자연,1.학생부종합,Do Dream전형,생명과학과,17.9,35.79,27.5,20.64,21.44,
서울,동국대,자연,1.학생부종합,Do Dream전형,수학과,18.3,17.89,14.44,11,12.14,
서울,동국대,자연,1.학생부종합,Do Dream전형,수학교육과,15.6,14.88,11.25,16.44,15.83,
서울,동국대,자연,1.학생부종합,Do Dream전형,식품생명공학과,10.2,18.31,24.08,18.67,18.09,
서울,동국대,자연,1.학생부종합,Do Dream전형,융합에너지신소재공학과,9.6,15.23,17.67,17.54,20.44,
서울,동국대,자연,1.학생부종합,Do Dream전형,의생명공학과,12,33.91,25.82,37,35.25,
서울,동국대,자연,1.학생부종합,Do Dream전형,전자전기공학부,8.3,8,7.91,7.76,11.16,
서울,동국대,자연,1.학생부종합,Do Dream전형,통계학과,12.8,12.73,10.82,9.67,8.57,
서울,동국대,자연,1.학생부종합,Do Dream전형,화공생물공학과,15.9,18.9,15.74,13.85,17.43,
서울,동국대,자연,1.학생부종합,Do Dream전형,화학과,16.7,16.91,11.09,17.36,16.38,
서울,동국대,자연,1.학생부종합,고른기회통합전형,가정교육과,,3.5,3.5,6,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,건설환경공학과,7.5,5.5,6,7.67,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,건축공학부,8,5,6,18.33,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,기계로봇에너지공학과,9.5,6,4,13.33,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,물리반도체과학부,3.5,5,4.33,7,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,바이오환경과학과,13.5,7.5,7.5,14,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,산업시스템공학과,5,7.67,5.75,9.5,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,생명과학과,7.5,9,10,12,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,수학과,10,4,7.33,9,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,수학교육과,,7,8.5,7,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,식품생명공학과,9,7,10.5,9.67,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,융합에너지신소재공학과,7.5,10.5,8.5,8,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,의생명공학과,11.5,7.33,14,14.33,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,전자전기공학부,5.3,6,7.5,9.83,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,정보통신공학,4,4.75,5,8.5,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,컴퓨터공학,7.3,8,6.75,15.25,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,통계학과,7,3.67,5.67,5,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,화공생물공학과,13.5,10.25,8.5,12,,
서울,동국대,자연,1.학생부종합,고른기회통합전형,화학과,10.5,7.67,7.67,8.33,,
서울,동국대,자연,1.학생부종합,불교추천인재전형,건설환경공학과,8,20,5.5,4,8,
서울,동국대,자연,1.학생부종합,불교추천인재전형,건축공학부,,,,5,7,
서울,동국대,자연,1.학생부종합,불교추천인재전형,기계로봇에너지공학과,,,6,4.5,3,
서울,동국대,자연,1.학생부종합,불교추천인재전형,물리반도체과학부,4.5,8.5,5,4.5,4,
서울,동국대,자연,1.학생부종합,불교추천인재전형,바이오환경과학과,6,14.5,7.5,10,7,
서울,동국대,자연,1.학생부종합,불교추천인재전형,산업시스템공학과,4.3,13,6,8.67,6.5,
서울,동국대,자연,1.학생부종합,불교추천인재전형,식품생명공학과,7.5,12,8.5,10.5,6,
서울,동국대,자연,1.학생부종합,불교추천인재전형,전자전기공학부,4.4,10.8,6.8,4.25,4.75,
서울,동국대,자연,1.학생부종합,불교추천인재전형,정보통신공학,4.7,7,5.33,6,7,
서울,동국대,자연,1.학생부종합,불교추천인재전형,컴퓨터공학,5.3,11.33,5.5,6.33,,
서울,동국대,자연,1.학생부종합,불교추천인재전형,통계학과,5,9.5,4,3,5,
서울,동국대,자연,1.학생부종합,불교추천인재전형,화공생물공학과,10.5,11,9.5,10.5,9.5,
서울,동국대,자연,1.학생부종합,특수교육대상자전형,전자전기공학부,,,,9,,
서울,동국대,자연,1.학생부종합,특수교육대상자전형,정보통신공학,,,,4,,
서울,동국대,자연,1.학생부종합,특수교육대상자전형,컴퓨터공학,,13,18,11,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,가정교육과,3,6.56,6.14,3.5,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,건설환경공학과,3.5,5.17,5.08,6.17,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,건축공학부,3.8,4.64,3.43,3.93,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,기계로봇에너지공학과,6.9,4.89,6.93,8,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,멀티미디어공학과,4.1,6,3,5.57,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,물리반도체과학부,2.8,3.93,4.1,4,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,바이오환경과학과,13.9,8.78,8.13,12.5,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,산업시스템공학과,4.2,3.33,5.56,6.38,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,생명과학과,17,11.67,14.29,16.86,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,수학과,10.4,9.4,7.2,12.6,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,수학교육과,8.6,11.17,7.33,15.5,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,식품생명공학과,6,7.25,8,13.88,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,융합에너지신소재공학과,13.9,10.83,8.86,15.14,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,의생명공학과,10,16.5,10.29,18.8,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,전자전기공학부,5.6,3.87,5.75,6.43,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,정보통신공학,3.3,3.5,4.86,6.7,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,컴퓨터공학,8.8,5.09,6.9,11.7,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,통계학과,7.8,13,5.2,8.8,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,화공생물공학과,15.5,12.43,10.79,14.92,,
서울,동국대,자연,1.학생부종합,학교장추천인재전형,화학과,13.7,11.2,8.4,10.4,,
서울,동국대,자연,3.논술,논술우수자전형,건설환경공학과,28.4,28.88,34.38,33.29,28.14,
서울,동국대,자연,3.논술,논술우수자전형,건축공학부,30.4,31.75,42,37.5,,
서울,동국대,자연,3.논술,논술우수자전형,기계로봇에너지공학과,33.5,28,40.1,35.33,31.14,
서울,동국대,자연,3.논술,논술우수자전형,멀티미디어공학과,28.6,29.38,39.5,6.56,,
서울,동국대,자연,3.논술,논술우수자전형,물리반도체과학부,23.9,23.4,30.8,28.1,,
서울,동국대,자연,3.논술,논술우수자전형,바이오환경과학과,25.2,26.29,30.43,31,27,
서울,동국대,자연,3.논술,논술우수자전형,산업시스템공학과,31.3,31.3,36.3,36.67,33.14,
서울,동국대,자연,3.논술,논술우수자전형,생명과학과,25.2,28.56,30.89,30.11,29.6,
서울,동국대,자연,3.논술,논술우수자전형,수학과,20.3,17.88,28.13,26.25,23.33,
서울,동국대,자연,3.논술,논술우수자전형,수학교육과,29,26.2,34.8,35.4,32.6,
서울,동국대,자연,3.논술,논술우수자전형,식품생명공학과,26.1,28.11,32.89,34.44,26.6,
서울,동국대,자연,3.논술,논술우수자전형,융합에너지신소재공학과,34.8,30.5,41.13,39.33,37.67,
서울,동국대,자연,3.논술,논술우수자전형,의생명공학과,34.3,28.56,37.11,40.11,37.6,
서울,동국대,자연,3.논술,논술우수자전형,전자전기공학부,37,36.04,45.82,48.43,47.81,
서울,동국대,자연,3.논술,논술우수자전형,정보통신공학,30,31.47,42.13,40.06,,
서울,동국대,자연,3.논술,논술우수자전형,컴퓨터공학,37.9,38.53,46.82,48.22,,
서울,동국대,자연,3.논술,논술우수자전형,통계학과,32,29.44,35.33,32.13,24.33,
서울,동국대,자연,3.논술,논술우수자전형,화공생물공학과,57.1,44.1,53.25,52.3,42.71,
서울,동국대,자연,3.논술,논술우수자전형,화학과,29.8,28,33.22,29.25,24.4,
